"numericalId","key","startTime","endTime","duration","type","CodPanelista","DEVICE","SEXO","EDAD","EDADR","NSE","ZONA","B1","B2","B2#98#value","B3","B3#98#value","C1","C2","C3_1","C3_2","C3_3","C3_4","C3_5","C3_6","C3_7","C3_8","C3_9","C3_10","C3_11","C3_12","C3_13","C3_14","C3_15","C3_16","C5a","C5b","C5b#98#value","A1","A2#1","A2#2","A2#3","A2#4","O1_1","O1_2","O1_3","O1_4","O1_5","O1_6","O1_7","O1_8","O1_9","O1_10","O2_1","O2_2","O2_3","O2_4","O2_5","O2_6","O2_7","O2_8","O2_9","O2_10","O2_11","O2_12","O2_13","O2_14","O3_1","O3_2","O3_3","O3_4","O3_5","O3_6","O3_7","O3_8","O3_9","O3_10","O4_1","O4_2","O4_3","O4_4","O4_5","O4_6","O4_7","O4_8","O4_9","O4_10","O4_11","O4_12","O5","E2","E3","E4","S5#1","S5#2","S5#3","S5#4","S5#5","S5#6","S5#7","S5#8","S5#9","S5#10","S5#11","S5#12","S5#13","S5#14","S5#15","S5#16","S5#17","S5#18","S5#99","T6#1","T6#2","T6#5","T6#6","T6#7","T6#8","T6#9","T6#11","T6#12","T6#14","T6#15","T6#99","M4","M5","M6","M6b_T","M6b_T#1#value","M7","M8","M9","M10","M11_1","M11_2","M11_3","M11_4","M11_5","M11_6","M11_7","M11_8","M12_1","M12_2","M12_3","M12_4","M12_5","M12_6","M13#1","M13#2","M13#3","M13#4","M13#5","M13#6","M13#7","M13#99","M14","M15","M16_1","M16_2","M16_3","M16_4","M16_5","M16_6","M16_7","M16_8","M16_9","M16R_1","M16R_2","M17","M18_1","M18_2","M18_3","M18_4","M18_5","M18_6","M18_7","M18_8","NSE_RECOD","C3_1_RECOD","C3_2_RECOD","C3_3_RECOD","C3_4_RECOD","C3_5_RECOD","C3_6_RECOD","C3_7_RECOD","C3_8_RECOD","C3_9_RECOD","C3_10_RECOD","C3_11_RECOD","C3_12_RECOD","C3_13_RECOD","C3_14_RECOD","C3_15_REOD","C3_16_RECOD","O4_1_RECOD","O4_2_RECOD","O4_3_RECOD","O4_4_RECOD","O4_5_RECOD","O4_6_RECOD","O4_7_RECOD","O4_8_RECOD","O4_9_RECOD","O4_10_RECOD","O4_11_RECOD","O4_12_RECOD","NSE_sint","educ_recod","ZM12_4","ZM12_6","dieta_dummy","femenino_dummy","clase_alta_dummy","clase_media_dummy","clase_baja_dummy","deuda","MR1","MR2","MR3","MR4","MR5","MR6","PA1","PA2","Consumo_Critico","Eficiencia_Hogar","Planificacion","Facilidad_reciclaje","Percep_responsabilidad","situacion_financiera.x","situacion_financiera.y"
548749831,"97d2edb1-7c8e-45ae-a838-045a176de15b",2023-07-20 00:59:24,2023-07-20 02:41:22,773,"complete","a1a196d8c1041acf",3,2,37,4,3,10,1,NA,".",1,NA,2,4,3,5,5,3,3,3,4,4,4,5,5,3,3,1,1,1,1,NA,".",5,0,0,1,0,5,1,5,2,4,2,1,1,5,3,4,5,4,3,3,1,3,4,2,5,2,2,3,5,3,1,1,3,3,1,1,1,1,4,5,2,5,1,5,5,5,3,2,1,1,3,"Un grupo de personas que consumen una variedad de productos",4,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,4,1,NA,".",8,NA,5,1,1,2,1,1,2,1,2,1,1,1,70,110,2,60,0,1,1,0,1,1,0,0,6e+05,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,9,3,20000,10000,1e+05,50000,1e+05,40000,50000,30000,1,2,3,3,2,2,2,3,3,3,3,3,2,2,1,1,1,1,3,1,3,1,1,1,2,3,3,3,2,2,5,-0.227289057859806,-0.0256453462652365,0,1,1,0,0,1,-0.402756589551579,-0.224271254283344,-1.14320085675886,0.550358069311047,-0.80789207720262,-0.370717613443434,0.651275413284201,0.606973667633135,-0.741754003755681,-0.419751553380227,-0.27286885714787,-0.544181054366546,-0.947878526792513,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548750162,"94aec9e4-8dc5-4140-abba-23ec7f15a12b",2023-07-20 01:02:29,2023-07-20 01:36:08,2018,"complete","380d0a8dccc1cfbc",3,2,20,2,6,5,1,NA,".",2,NA,1,1,3,4,3,5,4,3,4,4,2,4,3,2,3,4,3,4,1,NA,".",2,0,0,1,0,2,1,4,2,3,1,1,1,2,3,4,3,1,4,2,1,2,3,2,1,2,2,1,3,2,1,1,2,2,3,1,1,1,5,2,4,4,2,4,3,3,2,4,2,2,3,"Endeudarse",2,1,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,8,4,1,NA,".",3,NA,6,1,1,2,1,2,2,1,2,1,1,1,6,15,3,2,1,0,0,0,0,1,0,0,250000,3,NA,NA,2,NA,1,NA,NA,NA,NA,5,3,5,25000,36500,21800,15000,150000,70500,65500,30000,3,2,3,2,3,3,2,3,3,1,3,2,1,2,3,2,3,3,1,1,3,1,2,2,3,1,3,3,2,4,3,-0.317739543972153,-0.42296249987481,0,1,0,0,1,1,-1.08652964700902,-1.00359568813785,-0.41464228434089,-0.393218621904915,-0.399773841688748,-0.536841953955944,0.304788897217659,-0.20161558779701,-0.949548332456347,-0.942242250263583,-0.655292297026325,-0.200921419619325,-0.301750008061783,"Déficit (Gasta más)","Déficit (Gasta más)"
548750168,"12e511d7-bc6c-413e-958f-07ee911a7a35",2023-07-20 01:02:36,2023-07-20 01:26:27,1430,"complete","da86d99a07421544",3,2,35,4,6,11,1,NA,".",4,NA,5,2,1,4,3,3,1,1,2,4,1,4,2,1,3,1,1,1,3,1,NA,5,0,1,0,0,3,1,4,1,5,4,5,3,4,2,5,5,5,5,5,5,5,5,2,5,4,4,1,4,5,3,5,5,2,3,4,1,4,4,2,4,4,4,3,2,5,2,2,5,4,3,"Creo yo q se refiere a la poblaci!n q habitualmente consume masivamente. La poblaci!n q consume las liquidaciones, los malls, etc.",1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,8,5,1,NA,".",2,NA,4,2,2,2,2,2,1,2,2,2,1,1,28,250,0,30,1,0,0,0,1,1,1,0,50000,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,NA,2,6000,25000,70000,140000,80000,10000,22000,10000,3,1,3,2,2,1,1,1,3,1,3,1,1,2,1,1,1,3,1,1,1,2,3,1,3,3,1,1,2,4,3,-0.0939936046416096,-0.231154218821912,0,1,0,0,1,1,0.854762119710175,1.10578347685501,-0.190544404098144,0.133553498914731,0.419456400425919,0.855719144174291,-0.882401181278846,-0.502623609858766,1.03088571638509,0.779706458496229,0.305097684661727,-0.088740738622866,0.126071069303594,"Déficit (Gasta más)","Déficit (Gasta más)"
548750313,"84497ac0-99f9-4a39-a24e-de1f99403bc2",2023-07-20 01:03:53,2023-07-20 01:31:02,1628,"complete","c50ba78d55411a55",1,1,55,6,5,5,1,NA,".",2,NA,5,3,3,4,3,5,1,2,3,4,1,3,4,3,2,1,2,3,3,3,NA,3,0,1,0,0,2,1,4,1,3,2,4,3,4,5,5,5,4,5,5,3,4,5,3,4,2,3,4,3,2,1,3,2,2,4,4,2,1,4,1,3,2,5,2,1,3,4,2,5,1,1,"Una sociedad dedicada a consumir un producto o grupo de productos espec!ficos de acuerdo a intereses comunes de esas sociedades.",3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,1,1,NA,".",6,1,10,1,1,2,1,2,2,2,2,1,0,1,72,120,1,45,1,0,0,0,0,1,0,0,2e+05,3,NA,2,NA,NA,NA,1,NA,NA,NA,6,2,4,30000,35000,0,18000,250000,0,35000,40000,2,2,3,2,3,1,1,2,3,1,2,3,2,1,1,1,2,3,2,3,1,3,3,2,1,3,1,3,3,3,2,-0.217767954058506,-0.128399782543574,0,0,0,1,0,1,0.321416778792349,0.406524783851772,0.862708225926804,-0.0834651319776759,0.404810098398284,0.286736064257611,-0.0510884410522581,-0.0575195485717713,0.029847440582017,0.596995449879014,0.643350625454789,0.4006787777188,0.233216847055289,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548750314,"92cc12a3-0715-4bb1-9ba9-21556bacc813",2023-07-20 01:03:52,2023-07-20 01:28:23,1470,"complete","232951a3afc09492",3,1,49,5,6,13,1,NA,".",1,NA,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,".",5,1,0,0,0,3,3,5,3,3,1,4,4,4,4,5,5,3,4,4,4,3,4,4,4,3,3,3,5,4,3,2,4,3,3,3,2,3,3,5,5,4,5,5,3,2,2,4,3,2,5,"Que deben reciclar m!s para poder evitar m!s contaminaci!n",2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,"3",2,1,7,1,1,2,1,2,2,2,2,1,1,1,50,75,1,0,0,1,0,0,0,0,0,0,100,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,6,23,30,100,15,300,10025,40,50,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,3,1,4,1,-0.260612921164355,-0.436663091378588,0,0,0,0,1,1,0.542807238005966,-0.0172210248944399,-0.736873046981641,0.344400104046915,-0.602288868114738,0.109470928679823,-1.24162861150877,-1.30071507224221,0.528792350453119,-0.035010566661925,0.254901535325946,-0.379017311618565,-0.843596814997564,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548750578,"01f9e070-c9f2-437a-930d-22a5af8269d2",2023-07-20 01:06:26,2023-07-20 01:22:53,986,"complete","594fd7f7c81bf807",3,1,60,6,5,5,1,NA,".",1,NA,5,NA,3,2,3,3,2,2,3,2,2,3,3,3,3,3,2,2,1,NA,".",2,1,1,1,1,2,2,4,2,2,2,3,2,3,2,5,4,4,5,3,2,2,4,2,2,3,2,4,4,3,2,2,3,2,4,2,3,1,3,3,3,3,3,3,3,3,3,3,2,2,2,"Exceso en comprar",NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,NA,".",3,1,10,1,1,2,1,2,2,1,2,2,2,2,80,400,2,30,0,0,0,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,0.0488229523778864,-0.231154218821912,0,0,0,1,0,0,0.0842831060316997,-0.358048739934311,0.242492497880229,-0.161861446163003,-0.408836664301654,-0.273419768649404,0.170317806092699,-0.453640336227035,-0.252635106526602,-0.147178613188579,-0.269789984138254,0.0991969343370388,-0.360545745602995,"Sin datos","Sin datos"
548750730,"f66b4f25-d317-4a26-ba3a-cc629a98b7aa",2023-07-20 01:07:57,2023-07-20 01:20:32,754,"complete","7bf9cbc961d05f1a",3,1,45,5,6,16,1,NA,".",1,NA,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,1,NA,".",1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,1,3,3,3,1,2,3,3,2,3,2,3,3,3,3,3,2,1,5,3,3,3,3,3,3,3,3,3,3,3,3,"Grupo de personas",2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,NA,".",1,3,5,1,1,2,1,2,1,2,1,2,0,1,56,60,1,20,0,0,0,0,0,1,0,0,3e+05,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,30000,34000,50000,380000,1e+05,60000,150000,0,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,-0.274894576866305,-0.299657176340804,0,0,0,0,1,1,-0.0679469052556492,-0.737530019776984,0.230104155387769,-0.0775132052397224,-0.485361968061346,-0.0605501904618015,-0.185350770040301,-0.407181827185436,-0.243812343617434,-0.543408882052409,-0.359402477529139,0.103444891722604,-0.585013602059019,"Déficit (Gasta más)","Déficit (Gasta más)"
548750960,"4966b67d-cb71-44b9-9eb3-3a13b680569d",2023-07-20 01:10:20,2023-07-20 01:23:00,759,"complete","23693819916dc056",1,1,44,4,5,8,1,NA,".",1,NA,4,3,3,2,3,5,2,4,1,4,1,3,4,1,5,1,1,2,1,NA,".",1,1,1,0,0,2,1,4,4,3,1,3,1,4,2,5,4,5,5,2,2,2,4,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,4,5,5,5,5,4,4,3,3,4,2,2,"ni idea de que hbla",2,5,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,7,1,1,NA,".",7,1,8,1,2,2,1,2,2,1,2,2,0,1,60,80,2,30,0,0,0,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15000,60000,0,0,120000,40000,50000,0,2,2,1,2,3,1,3,1,3,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,3,4,-0.255852369263705,-0.231154218821912,0,0,0,1,0,0,-1.62909451101171,-0.332801539986402,-1.57359838555128,-0.0536872135822636,-0.386692971417675,-0.319284293910016,-1.2377779612515,-0.22322973611742,-1.67574777360947,-0.167919022028345,-0.444485108892721,-0.783191750965649,-0.672384733629625,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548751148,"585ec7a4-78b7-407a-8240-dfab9a2563ed",2023-07-20 01:12:27,2023-07-20 01:26:46,859,"complete","b369b82c4cab0198",3,1,21,2,6,13,1,NA,".",1,NA,3,NA,5,4,5,4,3,2,3,5,1,1,4,4,4,3,3,4,2,NA,".",3,1,1,0,0,4,1,4,3,2,1,3,3,5,1,5,5,3,5,2,1,1,5,3,4,3,3,3,4,3,2,3,3,1,3,3,2,2,4,2,2,3,1,4,5,2,2,3,2,2,3,"Que son todas las personas que consumimos algo que necesitamos y a veces no",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,5,1,NA,".",NA,3,5,1,1,1,1,1,1,1,1,1,1,1,72,5000,3,14,0,1,0,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,25000,0,200,75000,25000,3e+05,3,3,3,3,3,2,1,2,3,1,1,3,3,3,2,2,3,3,3,2,3,1,1,3,3,2,3,3,2,4,3,4.42853070097576,-0.340758950852139,0,0,0,0,1,0,0.160942081273699,-0.0728701100035316,0.111950508783846,0.446021830234536,-0.161095329507462,-0.0734146554693675,0.458402640720773,0.530326733207759,-0.253924665590783,-0.125407922723508,-0.0672614769562189,0.0521866417114444,-0.0843477258564454,"Déficit (Gasta más)","Déficit (Gasta más)"
548751198,"1a548836-1574-40ac-9491-9888e1c7b205",2023-07-20 01:12:55,2023-07-20 01:32:44,1188,"complete","7c0af8178ddd70b4",3,2,21,2,7,5,1,NA,".",3,NA,5,1,2,1,4,4,4,4,1,1,1,1,4,1,4,2,3,1,1,NA,".",5,0,0,1,0,1,1,3,1,3,3,3,2,1,4,5,5,5,4,5,1,3,1,1,1,2,2,1,1,3,3,1,3,2,2,1,1,1,1,1,4,4,2,5,5,2,2,3,4,2,1,"Sociedad actual que acostumbra a comprar constantemente a!n sin necesitar hacerlo",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,1,NA,".",1,3,3,1,2,2,1,2,2,2,2,2,2,2,144,350,0,50,0,0,0,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30000,50000,1e+05,0,1e+05,0,1e+05,0,3,1,1,3,3,3,3,1,1,1,1,3,1,3,1,2,1,3,1,1,3,1,1,3,3,2,1,3,3,5,3,0.00121743337138771,-0.0941483037841284,0,1,0,0,1,0,-0.826474752645246,-0.197021219406701,-0.589209750203493,-0.796493965609676,0.305970898808826,-0.325781671749607,-1.1497077178713,-0.406028880821746,-0.593199905586598,0.343810072241046,-0.716126878066634,-0.329003004707446,0.593393790119154,"Déficit (Gasta más)","Déficit (Gasta más)"
548751320,"ff33317f-02cb-49a3-a328-2bce9b85e5e4",2023-07-20 01:14:16,2023-07-20 01:35:25,1267,"complete","b4345a9971bc4a15",3,1,20,2,7,10,1,NA,".",6,NA,4,5,2,3,3,4,2,1,2,5,3,5,2,2,4,1,5,4,3,1,NA,5,0,1,0,0,2,1,4,1,2,3,1,4,4,5,5,5,1,2,5,5,2,5,4,5,3,3,5,5,3,1,1,3,1,2,3,1,1,3,2,4,1,2,4,3,3,2,3,3,4,2,"Tod@s la personas que consumidores",1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,NA,".",2,NA,5,2,2,1,1,2,1,1,2,1,0,1,70,5000,1,0,0,0,0,0,0,0,0,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,50000,60000,1e+05,50000,250000,1e+05,40000,50000,3,1,2,2,3,1,1,1,3,2,3,1,1,3,1,3,3,3,1,3,3,1,2,2,3,2,2,1,3,5,1,4.42853070097576,-0.436663091378588,0,0,0,0,1,NA,-0.0100793512639607,0.0736398777336092,0.849752053798088,-0.170253796297347,0.02064196125878,-0.548856149703935,-0.313018015528741,-0.254297383919846,0.0343697061812369,-0.107288487153133,0.567081621850863,0.386007320375462,0.0629734387881188,"Déficit (Gasta más)","Déficit (Gasta más)"
548751426,"ff32f228-b29f-49d5-a59a-67c6fee32ac1",2023-07-20 01:15:22,2023-07-20 01:36:17,1254,"complete","1d72d46c503454a4",3,2,45,5,6,13,1,NA,".",1,NA,4,3,3,2,3,2,3,4,2,4,2,2,4,3,4,2,3,3,3,3,NA,4,0,1,1,1,1,1,4,1,3,1,4,1,4,4,5,5,4,5,5,2,1,5,3,3,3,3,1,3,3,2,1,3,1,3,4,1,1,5,2,3,4,4,3,3,3,2,2,4,2,2,"No se qu! es eso",2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,1,NA,".",NA,1,5,1,1,2,1,2,2,2,2,1,0,1,15,20,2,45,0,1,0,0,0,1,0,0,50,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,28,30,0,40,200,30,50,0,3,2,1,2,1,2,3,1,3,1,1,3,2,3,1,2,2,3,2,1,1,2,2,2,3,3,1,3,3,4,2,-0.312978992071503,-0.128399782543574,0,1,0,0,1,1,-0.270363306021986,0.500087537646344,-0.152110184586749,-0.233005204739381,0.287832493701527,0.317327022550438,-0.0770328894116549,-0.0611446587054603,-0.00612313568146031,0.586976056515139,0.456845867840385,-0.066612715667138,0.171919717387021,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548751433,"688ffd26-8f47-445b-a891-b7f3abf13a38",2023-07-20 01:15:28,2023-07-20 01:37:09,1301,"complete","5092970c1a23c1cf",3,2,38,4,7,4,1,NA,".",2,NA,4,3,1,3,4,4,2,2,4,4,2,3,4,4,2,2,3,4,3,1,NA,1,0,1,1,0,3,3,5,3,2,3,3,3,4,4,4,5,4,5,4,3,4,5,4,4,4,3,4,5,5,2,3,5,2,5,4,2,2,4,5,2,2,4,2,3,5,2,2,3,1,3,"Conciencia en reciclaje",2,2,NA,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,6,1,1,NA,".",6,1,6,2,1,2,1,2,2,1,2,2,1,2,16,26,3,20,1,1,1,1,0,1,1,0,5e+05,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,3,4,36000,42000,40000,0,250000,150000,45000,1300000,3,1,2,3,3,1,1,3,3,1,2,3,3,1,1,2,3,1,3,3,1,3,2,1,3,3,2,3,2,5,3,-0.307266329790724,-0.299657176340804,0,1,0,0,1,1,0.74771604539911,0.193961816474882,0.906783340713845,0.301928912321324,-0.321409796365602,-0.0482051916222887,0.706425141550297,0.192907305730153,0.880732658077468,0.0954573494025016,0.607886396538537,0.451755155746995,-0.469101256815365,"Déficit (Gasta más)","Déficit (Gasta más)"
548751681,"2744249a-4d13-4b28-b32e-c17af77feffa",2023-07-20 01:18:25,2023-07-20 01:26:51,506,"complete","af95bd1c514d260d",3,1,21,2,5,8,1,NA,".",1,NA,5,1,3,3,4,4,2,4,3,5,3,4,3,4,4,3,2,2,3,3,NA,1,0,0,0,1,2,2,3,3,2,2,2,3,2,3,4,4,3,4,4,3,3,3,2,2,4,3,4,3,3,1,3,3,3,2,3,4,4,3,4,3,3,4,3,3,4,3,5,3,3,4,"En lo que gastan mayormente un grupo de personas",3,NA,NA,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,4,2,1,"1",NA,NA,5,1,2,1,1,2,2,2,2,1,0,2,30,30,2,29,0,0,0,0,0,0,0,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,50000,60000,40000,20000,2e+05,0,60000,30000,2,2,2,3,3,1,3,2,3,2,3,2,3,3,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,3,3,-0.303457888270204,-0.238004514573802,0,0,0,1,0,NA,0.475837927821365,-0.716189359590993,0.26706130188318,-0.244202504074585,-0.75340713280925,-0.487366842731619,0.627082305866627,0.161121043553563,0.160109584496208,-0.516594557889406,-0.387704393632467,0.101953742817124,-0.811052169550334,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548751686,"4556ab7c-3cd6-41bc-aa3c-b122d142b30e",2023-07-20 01:18:30,2023-07-20 01:45:19,1608,"complete","355a9b1f4f5436c7",1,1,60,6,5,5,1,NA,".",1,NA,4,2,4,4,4,4,3,4,3,4,4,4,3,3,4,3,3,4,3,1,NA,4,0,0,1,0,3,5,2,4,4,1,3,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"mormal asi funsona i",1,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,1,NA,".",5,1,7,1,1,2,1,2,1,2,2,1,0,4,111,300,3,4,0,0,1,0,0,1,0,0,147888,1,NA,1,NA,2,NA,NA,NA,NA,NA,2,4,2,40000,50000,0,20000,199990,0,50000,0,2,3,3,3,3,2,3,2,3,3,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,-0.046388085635111,-0.409261908371031,0,0,0,1,0,1,0.650942049247573,-0.585279490236236,0.269512964647372,-0.00370152805453175,-0.495198527011716,-0.0418070727380133,0.444038340707449,-0.0425167667750771,0.672936937429637,-0.590848674688693,-0.158945245245581,0.127633219351566,-0.585250627381914,"Déficit (Gasta más)","Déficit (Gasta más)"
548752113,"c25b7292-14ff-419e-ba37-290b4ab41b27",2023-07-20 01:22:26,2023-07-20 01:50:16,1669,"complete","8974a29147600f51",3,2,66,7,6,5,1,NA,".",1,NA,1,3,3,4,3,5,2,3,2,3,1,2,4,2,4,2,2,2,3,3,NA,2,1,1,1,1,1,1,3,1,4,3,3,3,5,4,5,5,5,5,5,4,3,5,4,3,3,3,3,5,3,1,2,3,1,5,4,1,1,3,2,4,4,3,5,4,5,2,4,4,2,3,"Consumismo desenfrenado",1,5,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,4,2,1,NA,".",1,1,5,2,1,2,2,2,2,2,2,1,0,1,60,300,1,30,1,0,0,0,0,1,0,0,100,3,NA,NA,NA,1,NA,2,NA,NA,NA,4,6,2,18,25,45,48,140,30,12,0,3,2,3,2,3,1,2,1,2,1,1,3,1,3,1,1,1,3,1,1,2,1,1,1,3,1,1,3,2,4,1,-0.046388085635111,-0.231154218821912,0,1,0,0,1,1,0.0034271567920427,0.798170070667032,-0.645320107851339,-0.114981678450951,0.164774688887199,0.104266851358502,-0.480211426858031,-0.262801669459512,0.24575576647815,0.875482078977017,0.665757205475708,-0.336448628989556,0.0461393345935358,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548752348,"32b11157-3c4a-4f68-84e2-4b09ceeecf63",2023-07-20 01:24:49,2023-07-20 02:03:29,2320,"complete","c00272781048d2c3",3,1,60,6,6,10,1,NA,".",1,NA,3,3,4,2,3,3,2,3,3,4,3,3,4,2,4,3,3,2,1,NA,".",2,1,1,1,0,1,1,5,2,2,2,2,2,3,4,5,5,5,5,5,2,3,4,3,5,3,2,2,5,3,1,1,3,2,2,3,1,1,3,2,2,3,3,2,3,3,2,3,3,2,2,"Consumimos",2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,4,1,1,NA,".",3,1,5,1,1,2,1,2,2,2,2,1,0,1,80,110,2,50,1,0,0,0,0,1,0,0,100,3,NA,NA,1,2,NA,NA,NA,NA,NA,3,4,3,20000,25000,60000,2e+05,3e+05,20000,15000,0,3,3,1,2,2,1,2,2,3,2,2,3,1,3,2,2,1,3,3,2,2,3,2,2,3,2,2,3,3,4,1,-0.227289057859806,-0.0941483037841284,0,0,0,0,1,1,-0.116364964842421,0.652776854668796,0.507683855885841,-0.237124854403901,0.181338231763988,-0.319244577442852,0.119790871850597,-0.0336397336686155,0.0182825603645742,0.69190963593122,0.222743082002663,0.249929417433959,0.279500111624821,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548752368,"e167b1b5-f488-4ad2-93b2-e5683e1d0fb0",2023-07-20 01:25:04,2023-07-21 01:52:05,3195,"complete","c2b0b348d80aab8a",3,2,54,5,7,13,1,NA,".",1,NA,3,1,1,2,1,5,1,1,2,1,4,1,1,3,4,3,5,4,3,1,NA,1,0,1,0,0,1,1,4,3,3,1,2,3,4,5,4,4,5,5,4,4,3,4,4,5,3,4,5,5,5,4,4,5,5,4,4,1,1,4,5,2,2,2,2,3,2,3,4,4,2,4,"Consumir algo jugo pan comida",NA,NA,NA,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,NA,1,NA,".",NA,1,5,3,1,2,1,2,2,2,2,1,1,1,40,20,2,9,0,0,1,0,0,1,0,0,200,3,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,8,15000,50,40,0,80,50,60,50000,3,1,1,1,3,1,1,1,1,3,1,1,2,3,2,3,3,1,3,3,3,3,2,3,2,1,1,3,1,5,1,-0.312978992071503,-0.375010429611585,0,1,0,0,1,1,1.0250921451516,0.26599166264913,0.923747475410462,0.0216791707944544,-0.485559418152434,-0.149523712510255,0.0206614332718358,-1.11208366780533,1.32212228356863,0.0314238393175898,0.527060601009826,0.449512512151854,-0.796505851111201,"Sin datos","Sin datos"
